标题,行政区,地标,具体位置,地址,建筑面积/平方米,总价(万),每平方米价格(元),等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
荔湾区大坦沙岛餐饮街铺 售4.5万方 阔门面楼底高,荔湾,桥中,社区底商?1层,花语水岸商铺,65.0,292.5,35200.0,"""地产小区""",113.2214507038677,23.1320164601698,113.22800041320225,23.137673794021109
天河区中山大道东方都会广场首层商铺出售 地铁华景路站旁,天河,天河公园,临街门面?1层,东方都会广场商铺,57.0,700.0,58700.0,"""地产小区""",113.36805074948673,23.139366155343557,113.3745405357984,23.145327975335939
海珠客村地铁口!独立产权街铺出售 稳定收租一万八！真实在售,海珠,滨江西,临街门面?1层,珠影星光城,23.0,14.6,19200.0,"""购物""",113.32781106435002,23.10038402134659,113.33436633010102,23.106110878973664
海珠区南洲路商圈首层商铺出售带品牌租约 稳定收租,海珠,南洲,临街门面?1层,盈中路,63.0,550.0,22800.0,"""道路""",113.30813970080736,23.07688504808684,113.31465130598292,23.0829218409683
黄石东路商圈一线饮食街收租15900元月 诚意出售,白云,黄石,临街门面?1层,黄石东路(云城西路口)-公交车站-广州市白云区,96.0,400.0,4.17,"""道路""",113.27577887363496,23.189433726098085,113.2822305821262,23.195769296412168
天河区天润路高端住宅底商出售 品牌地产中介租约,天河,龙口东,临街门面?1层,天润路商铺,142.18,1422.0,25100.0,"""道路""",113.3457790609852,23.149019763660687,113.35233469697035,23.154692998744897
（捡漏 11万买断）南沙万达广场一点点旺铺 ！,南沙,金洲,购物百货中心?1层,南沙万达广场(商业),20.0,11.0,34600.0,"""购物""",113.5388069489055,22.80086053063865,113.54526999926661,22.80704909903823
出售中央城大型社区临街靓铺,黄埔,香雪,商业街店铺?1层,合生中央城开源大道22号商铺,38.0,235.0,33200.0,"""地产小区""",113.5064560030937,23.159014990322495,113.51290226590463,23.165273206915154
大品牌万达广场（证件齐全丨喜茶78万）月租18000,黄埔,南岗,商业街店铺?1层,南岗万达广场,30.0,78.0,44800.0,"""购物""",113.5569894608964,23.10528450533643,113.56350891180793,23.111161506008853
急售 珠江新城餐饮铺  地铁旁 周边高档大型社区 租金高,天河,岑村,商业街店铺?1层,天河-珠江新城中 花城大道-道路,114.09,1430.0,41500.0,"""区县""",113.36850942427998,23.13035783510465,113.37499524166586,23.13632732049535
沙园商圈绿地越秀海玥大型社区楼盘底商，社区出入口未来地铁口旁,海珠,沙园,社区底商?1层,绿地越秀海玥南边路商铺,64.0,270.0,19100.0,"""区县""",113.27342648099675,23.13526012014849,113.27984228852596,23.1415761582555
金报回6厘 珠江新城旁 黄埔大道西路商铺出售 欲求从速,天河,黄埔大道西,商业街店铺?1层,黄埔大道西商铺,1139.38,6400.0,46000.0,"""道路""",113.37290833653033,22.946750337634584,113.37941721342713,22.952805841230519
广州越秀CBD，高端位出售（6600方3.16亿）商业带餐饮,越秀,环市东,写字楼配套?1-4层,富力东山新天地商住楼广州大道商铺,6600.0,31600.0,18100.0,"""地产小区""",113.31160545329426,23.143930981349656,113.3180966734011,23.14989945567962
科学城  绿地杉禾田临街靓铺  单价3.2万,黄埔,科学城,社区底商?1层,绿地杉禾田晶舍营销中心-广州市黄埔区,55.0,190.0,44500.0,"""生活服务""",113.54868345866226,23.175324126168794,113.5551927593667,23.181350465413798
珠江新城裙楼商铺  产权清晰 业主急售 价格还可以谈,天河,黄埔大道西,社区底商?3层,富力公园28马场路商铺,603.67,4100.0,14400.0,"""地产小区""",113.35084792948469,23.128177737274485,113.3573869118254,23.133887099287695
急售 白云京溪南方医院商圈地铁旁大型社区铺人流旺收租高餐饮铺,白云,京溪,社区底商?1层,京溪路-道路-广州市白云区,190.5,1500.0,58300.0,"""区县""",113.27943309061779,23.16431683445584,113.28586801908029,23.17065742092954
大型独栋商铺 适合做大型超市 价格超惊喜 超意外,增城,朱村,临街门面?1-2层,恒展江山时代,690.0,1200.0,19100.0,"""地产小区""",113.66683788515145,23.283964380677085,113.67333041055056,23.290021409036514
出售小区815方商铺 可做托儿所 艺术培训,黄埔,香雪,商业街店铺?1-2层,时代香树里开创大道商铺,815.0,1630.0,19800.0,"""地产小区""",113.47309554155012,23.174876114434377,113.47966311843193,23.18061544529159
旺！旺！旺！科学城 2.5万户超大型社区靓铺,黄埔,科学城,临街门面?1层,合生中央城营销中心-广州市黄埔区,50.0,240.0,103700.0,"""生活服务""",113.50607098935225,23.158930012227473,113.5125180880216,23.165183687760199
（房产证无抵押）永旺梦乐城主通道显眼位置奶茶店出售 收租无忧,番禺,番禺广场,购物百货中心?1层,永旺梦乐城(番禺)商铺,25.0,19.0,26600.0,"""购物""",113.39451348234367,22.943332850405186,113.40096589293427,22.949662820199433
黄埔科学城 绿地杉禾田 临街一手靓铺 主入口位置,黄埔,科学城,社区底商?1层,绿地杉禾田晶舍-广州市黄埔区,43.27,198.0,28100.0,"""地产小区""",113.54763495647134,23.174906015153544,113.55414015707511,23.180950904592274
25万卖断产权当天过户 大沙地临街商铺 带稳定租约月租1W多,黄埔,大沙地,临街门面?1层,大沙地西路商铺,20.0,25.0,58500.0,"""道路""",113.44592126089896,23.106647108414476,113.45246589977652,23.112393767813967
天河体育西网红餐饮美食街一线旺铺，超高租金转化率，笋！,天河,体育西路,商业街店铺?1层,体育西横街,64.0,980.0,16300.0,"""道路""",113.33126172530435,23.134587483264736,113.33780495675819,23.14027857452509
广钢新城头排 高客流餐饮街铺出售 百业佳宜 欲求从速,荔湾,文昌南路,商业街店铺?1层,中海花湾壹号商铺,42.18,260.0,28600.0,"""地产小区""",113.24533107787596,23.074511316033005,113.25186688561964,23.08043296965504
黄埔科学城 合生中央城 大型社区临街 旺铺出售 N区铺位,黄埔,科学城,社区底商?1层,合生中央城-广州市黄埔区,38.0,210.0,66500.0,"""地产小区""",113.5064560030937,23.159014990322495,113.51290226590463,23.165273206915154
珠江新城东区临街商铺 11.5米层高 业主急转 价格可谈,天河,珠江新城东,社区底商?1-4层,珠光新城御景潭村路商铺,236.68,2832.0,42900.0,"""地产小区""",113.35330641200359,23.121829002529169,113.35984178136086,23.127564556592735
广钢新城后一批明火餐饮铺出售 商业运营专业机构负责招商,荔湾,广钢新城,临街门面?1层,中海保利朗阅-广州市荔湾区,57.39,516.0,23300.0,"""地产小区""",113.25133930444692,23.069445195559227,113.25785404441388,23.07547299186575
黄埔合生中央城 超2万5千户大型社区临街旺铺出售,黄埔,科学城,社区底商?1层,合生中央城-广州市黄埔区,40.0,230.0,11800.0,"""地产小区""",113.5064560030937,23.159014990322495,113.51290226590463,23.165273206915154
珠江新城兴盛路临街低价商铺出售,天河,猎德,社区底商?1层,兴盛路,97.0,1350.0,27500.0,"""道路""",113.29045979074911,23.349001744393399,113.29689109406583,23.355290072402956
特价（5W首付）增城万达广场 临街旺铺肯德基 直接买断无抵押,增城,凤凰城,商业街店铺?1层,增城万达广场(商业),20.0,9.8,82400.0,"""区县""",113.81754566889598,23.266592400631393,113.82410223904444,23.272251176865617
全网独价（大捡漏）月收租20000 琶洲保利广场喜茶,海珠,广州塔,购物百货中心?1层,保利广场,30.0,138.0,71400.0,"""购物""",113.39011897179032,23.104916034187139,113.39655373947278,23.111210667473818
北京路步行街！金饭碗（临街产权丨总价18.8万）月租两万二,越秀,解放中路,商业街店铺?1层,北京路步行街,20.0,18.8,135100.0,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
海珠区江南大道中力迅时光里旁首层商铺 现经营餐馆,海珠,前进路,临街门面?1层,江南大道中商铺,32.0,170.0,17200.0,"""道路""",113.27856874105638,23.1128690996927,113.28498736890963,23.11920548654968
越秀区北京路整栋 企业总部,越秀,环市东,写字楼配套,亿达大厦(商业),11109.0,28000.0,87100.0,"""商务大厦""",113.30121852634692,23.131986134345437,113.30766824076602,23.138132992945058
税费低 黄沙地铁站周边 大型高端社区 临街旺铺 带租约出售,荔湾,黄沙,商业街店铺?1层,珠光御景壹号商铺,60.16,331.0,888800.0,"""地产小区""",113.55421486466867,22.80078873417496,113.56073064766396,22.806714324798166
广州大型社区商铺实用率超200出售海伦堡带租约6厘,番禺,番禺广场,社区底商?1层,中颐海伦堡花样年华商铺,306.0,220.0,46000.0,"""地产小区""",113.36954490104098,22.932114641992045,113.37605815757229,22.938108888197186
科学城 时代春树里靓铺 50方仅售160万,黄埔,香雪,社区底商?1层,时代春树里开源大道商铺,50.0,160.0,16700.0,"""地产小区""",113.51721563699702,23.166089246254555,113.52365301804378,23.17242743864742
黄埔科学城  东荟城 旁 带租约靓铺 3.5万每平方,黄埔,香雪,商业街店铺?1-2层,万科东荟城万荟二街商铺,151.0,525.0,49400.0,"""停车场/停车区""",113.50785044273639,23.165701174990639,113.51430030285812,23.171976264639239
科学城板块 单价不到三万的铺 去哪里找 找我就对了,黄埔,香雪,社区底商?1层,时代春树里开源大道商铺,48.0,140.0,67900.0,"""地产小区""",113.51721563699702,23.166089246254555,113.52365301804378,23.17242743864742
黄埔芯单价仅一字头临街旺铺出售,黄埔,永和开发区,社区底商?1层,珠江嘉园商铺,67.0,134.0,50400.0,"""地产小区""",113.54732764615649,22.71724049155721,113.55383635997996,22.723291645286936
兰亭盛荟 一手现铺 大社区 临街底商 看铺方便,天河,东圃,商业街店铺?1层,兰亭盛荟商铺,45.0,180.0,117100.0,"""地产小区""",113.41354300659967,23.119453996285548,113.41997368291115,23.12570881785562
可以做餐饮 独栋 12个独立产权 大型一线临街铺,增城,朱村,社区底商,恒展江山时代,1501.0,1800.0,32000.0,"""地产小区""",113.66683788515145,23.283964380677085,113.67333041055056,23.290021409036514
他离开你因为你没有商铺 260万稳定5厘看得到的增直,番禺,桥南,商业街店铺?1层,中颐海伦堡花样年华三期龙岐路商铺,306.0,260.0,11900.0,"""地产小区""",113.35815088378674,22.930984656479173,113.36470154148366,22.936789102467864
黄埔科学城！万达广场（产权无抵押丨1点点 58万）租2万,黄埔,萝岗,商业街店铺?1层,萝岗万达金街,20.0,58.0,50000.0,"""道路""",113.3550931865776,23.01310631588819,113.36162242424321,23.01886310283408
海珠区盈中路首层大型社区底商~100方~收租神器,海珠,南洲,社区底商?1层,盈中路,100.0,300.0,53500.0,"""道路""",113.30813970080736,23.07688504808684,113.31465130598292,23.0829218409683
三元里大道！临街产权铺（现租1点点 总结280万）租一万八,越秀,流花,商业街店铺?1层,金龙腾飞国际商贸城,35.0,280.0,29600.0,"""购物""",113.26267538099578,23.165237265533635,113.26913787612341,23.171447667247234
临街旺铺，带4年租约出售，每月收租40万,海珠,东晓南,商业街店铺?1-2层,创富商务公馆江晓路清商铺,2059.0,8500.0,79800.0,"""地产小区""",113.29923578642596,23.07381268698281,113.305718013646,23.079998187155657
奥园广场旁带租成熟街铺出售,番禺,桥南,社区底商?1层,中颐海伦堡花样年华商铺,80.0,280.0,75000.0,"""地产小区""",113.36954490104098,22.932114641992045,113.37605815757229,22.938108888197186
珠江新城马场路临街商铺  产权清晰 复式 业主急售 价格可谈,天河,珠江新城东,商业街店铺?1-2层,富力盈盛广场(商业),105.67,1650.0,54500.0,"""NoClass""",113.35044162590266,23.123843358051017,113.35698229801567,23.129549083066324
黄沙.珠江御景壹号 临街一线商铺 带租约 无抵押 随时过户,荔湾,黄沙,商业街店铺?1层,珠光御景壹号商铺,267.78,1300.0,22900.0,"""地产小区""",113.55421486466867,22.80078873417496,113.56073064766396,22.806714324798166
革新路一线路面旺铺仅需3万方，旁空地在建住宅楼盘，,海珠,工业大道北,商业街店铺?1层,革新路商铺,207.0,760.0,50000.0,"""道路""",113.26086538522434,23.096009009244985,113.2673321239802,23.102192883897243
中山三路20米门面铺皇出售，3万单价，现分租三个租户,越秀,农讲所,商业街店铺,中山三路商铺,242.53,700.0,53000.0,"""道路""",113.28926702069338,23.133277509816055,113.29568632332574,23.13957420477873
广钢新城细面积明火餐饮旺铺出售 5米楼底,荔湾,广钢新城,商业街店铺?1层,广钢新城崇文五路商铺,40.0,320.0,22200.0,"""道路""",113.24467423688729,23.073198505479604,113.25121261317706,23.079108928490368
广钢新城临街超阔门面餐饮铺出售,荔湾,广钢新城,社区底商?1层,中海保利朗阅-广州市荔湾区,53.0,450.0,20600.0,"""地产小区""",113.25133930444692,23.069445195559227,113.25785404441388,23.07547299186575
珠江新城兴盛路街铺 10米层高 产权清晰 价格可谈,天河,猎德,社区底商?1-3层,汇峰苑商铺,108.56,1650.0,85700.0,"""地产小区""",113.33659963630397,23.126099220451118,113.34314872848401,23.131760669959787
出售高使用率 低总价 可明火商铺 必选钻石铺,黄埔,香雪,商业街店铺?1层,合生中央城开源大道22号商铺,30.0,200.0,46000.0,"""地产小区""",113.5064560030937,23.159014990322495,113.51290226590463,23.165273206915154
海珠区海印桥旁一线街铺带租约出售 超大展示面,海珠,晓港,临街门面?1层,珠江佳滨苑商铺,84.38,550.0,81800.0,"""乡镇""",113.54939276069269,22.707647221324565,113.55591005813828,22.713661942694963
科学城 815方双层铺 适合做托儿所,黄埔,香雪,社区底商?1-2层,时代香树里开创大道商铺,815.0,1630.0,25000.0,"""地产小区""",113.47309554155012,23.174876114434377,113.47966311843193,23.18061544529159
广州步行街带租约出售 213方 价格可谈 人流量大,荔湾,文昌南路,商业街店铺?1层,上下九商业步行街,214.56,1750.0,26600.0,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
江燕路带品牌稳定租户一线临街旺铺出售,海珠,江燕路,社区底商?1层,江燕路商铺,95.8,910.0,27100.0,"""道路""",113.28531914763942,23.090759037217489,113.29176166067431,23.0970876553626
卖产权！北京路临街旺铺 现租2W 带两年租约 ！笋,越秀,北京路,商业街店铺?1层,北京路步行街,16.0,40.0,28200.0,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
天河区天河南一路靓铺出售 繁华商圈,天河,体育中心,社区底商?1层,天河南一路商铺,83.0,1650.0,45000.0,"""道路""",113.33015986376619,23.136141372324326,113.3367016697989,23.1418417239273
